============================================================
   PITCH RESOURCE GANTT LOG — Thread activity over time
============================================================
Time (us)     Role          Player                    Event
486707        STRIKER       Naseem Shah               BAT_END
486710        STRIKER       Naseem Shah               RUN_START
486721        NON_STRIKER   Imad Wasim                RUN_START
488339        STRIKER       Naseem Shah               RUN_END
489407        NON_STRIKER   Imad Wasim                RUN_END
489543        BOWLER        Mohammed Siraj            BOWL_START
489549        BOWLER        Mohammed Siraj            BOWL_END
489555        STRIKER       Imad Wasim                BAT_START
489578        STRIKER       Imad Wasim                BAT_END
489580        STRIKER       Imad Wasim                RUN_START
489581        FIELDER       Rishabh Pant              CATCH
489582        NON_STRIKER   Naseem Shah               RUN_START
491011        STRIKER       Imad Wasim                RUN_END
492233        NON_STRIKER   Naseem Shah               RUN_END
492513        BOWLER        Jasprit Bumrah            BOWL_START
492522        BOWLER        Jasprit Bumrah            BOWL_END
492529        STRIKER       Imad Wasim                BAT_START
492547        STRIKER       Imad Wasim                BAT_END
492548        NON_STRIKER   Naseem Shah               RUN_START
492552        FIELDER       Mohammed Siraj            CATCH
492549        STRIKER       Imad Wasim                RUN_START
493749        NON_STRIKER   Naseem Shah               RUN_END
495296        STRIKER       Imad Wasim                RUN_END
495460        BOWLER        Jasprit Bumrah            BOWL_START
495470        BOWLER        Jasprit Bumrah            BOWL_END
495479        STRIKER       Imad Wasim                BAT_START
495500        STRIKER       Imad Wasim                BAT_END
495502        STRIKER       Imad Wasim                RUN_START
495504        NON_STRIKER   Naseem Shah               RUN_START
495509        FIELDER       Rohit Sharma              CATCH
496677        STRIKER       Imad Wasim                RUN_END
498464        NON_STRIKER   Naseem Shah               RUN_END
498665        BOWLER        Jasprit Bumrah            BOWL_START
498670        BOWLER        Jasprit Bumrah            BOWL_END
498678        STRIKER       Imad Wasim                BAT_START
498702        STRIKER       Imad Wasim                BAT_END
498704        STRIKER       Imad Wasim                RUN_START
498707        FIELDER       Hardik Pandya             CATCH
498728        NON_STRIKER   Naseem Shah               RUN_START
501496        STRIKER       Imad Wasim                RUN_END
501674        NON_STRIKER   Naseem Shah               RUN_END
501822        BOWLER        Jasprit Bumrah            BOWL_START
501835        BOWLER        Jasprit Bumrah            BOWL_END
501836        STRIKER       Naseem Shah               BAT_START
501852        STRIKER       Naseem Shah               BAT_END
501854        STRIKER       Naseem Shah               RUN_START
501859        FIELDER       Axar Patel                CATCH
501956        NON_STRIKER   Imad Wasim                RUN_START
503288        STRIKER       Naseem Shah               RUN_END
503422        NON_STRIKER   Imad Wasim                RUN_END
503597        BOWLER        Jasprit Bumrah            BOWL_START
503609        BOWLER        Jasprit Bumrah            BOWL_END
503616        STRIKER       Haris Rauf                BAT_START
503628        STRIKER       Haris Rauf                BAT_END
503630        STRIKER       Haris Rauf                RUN_START
503631        FIELDER       Rohit Sharma              CATCH
503653        NON_STRIKER   Imad Wasim                RUN_START
505585        NON_STRIKER   Imad Wasim                RUN_END
506100        STRIKER       Haris Rauf                RUN_END
506291        BOWLER        Jasprit Bumrah            BOWL_START
506299        BOWLER        Jasprit Bumrah            BOWL_END
506303        STRIKER       Haris Rauf                BAT_START
506318        STRIKER       Haris Rauf                BAT_END
506320        STRIKER       Haris Rauf                RUN_START
506320        FIELDER       Shubman Gill              CATCH
506338        NON_STRIKER   Imad Wasim                RUN_START
507553        STRIKER       Haris Rauf                RUN_END
508601        NON_STRIKER   Imad Wasim                RUN_END
508945        BOWLER        Hardik Pandya             BOWL_START
508954        BOWLER        Hardik Pandya             BOWL_END
508961        STRIKER       Imad Wasim                BAT_START
508984        STRIKER       Imad Wasim                BAT_END
508986        STRIKER       Imad Wasim                RUN_START
508989        FIELDER       Rishabh Pant              CATCH
509005        NON_STRIKER   Haris Rauf                RUN_START
510765        STRIKER       Imad Wasim                RUN_END
511515        NON_STRIKER   Haris Rauf                RUN_END
511822        BOWLER        Hardik Pandya             BOWL_START
511833        BOWLER        Hardik Pandya             BOWL_END
511837        STRIKER       Imad Wasim                BAT_START
511850        STRIKER       Imad Wasim                BAT_END
511852        STRIKER       Imad Wasim                RUN_START
511853        FIELDER       Suryakumar Yadav          CATCH
511887        NON_STRIKER   Haris Rauf                RUN_START
513171        STRIKER       Imad Wasim                RUN_END
514918        NON_STRIKER   Haris Rauf                RUN_END
515091        BOWLER        Hardik Pandya             BOWL_START
515101        BOWLER        Hardik Pandya             BOWL_END
515106        STRIKER       Imad Wasim                BAT_START
515132        STRIKER       Imad Wasim                BAT_END
515136        FIELDER       Virat Kohli               CATCH
515136        STRIKER       Imad Wasim                RUN_START
515177        NON_STRIKER   Haris Rauf                RUN_START
517108        STRIKER       Imad Wasim                RUN_END
517193        NON_STRIKER   Haris Rauf                RUN_END
517392        BOWLER        Hardik Pandya             BOWL_START
517402        BOWLER        Hardik Pandya             BOWL_END
517412        STRIKER       Imad Wasim                BAT_START
517424        STRIKER       Imad Wasim                BAT_END
517426        STRIKER       Imad Wasim                RUN_START
517428        NON_STRIKER   Haris Rauf                RUN_START
517435        FIELDER       Rohit Sharma              CATCH
519330        STRIKER       Imad Wasim                RUN_END
519407        NON_STRIKER   Haris Rauf                RUN_END
519591        BOWLER        Hardik Pandya             BOWL_START
519602        BOWLER        Hardik Pandya             BOWL_END
519607        STRIKER       Imad Wasim                BAT_START
519617        STRIKER       Imad Wasim                BAT_END
519619        STRIKER       Imad Wasim                RUN_START
519623        FIELDER       Axar Patel                CATCH
519661        NON_STRIKER   Haris Rauf                RUN_START
521841        STRIKER       Imad Wasim                RUN_END
522162        NON_STRIKER   Haris Rauf                RUN_END
522364        BOWLER        Hardik Pandya             BOWL_START
522373        BOWLER        Hardik Pandya             BOWL_END
522380        STRIKER       Haris Rauf                BAT_START
522407        STRIKER       Haris Rauf                BAT_END
522410        STRIKER       Haris Rauf                RUN_START
522411        FIELDER       Rishabh Pant              CATCH
522434        NON_STRIKER   Imad Wasim                RUN_START
523670        STRIKER       Haris Rauf                RUN_END
524034        NON_STRIKER   Imad Wasim                RUN_END
524326        BOWLER        Ravindra Jadeja           BOWL_START
524337        BOWLER        Ravindra Jadeja           BOWL_END
524343        STRIKER       Haris Rauf                BAT_START
524358        STRIKER       Haris Rauf                BAT_END
524360        FIELDER       Mohammed Siraj            CATCH
524373        NON_STRIKER   Imad Wasim                RUN_START
524360        STRIKER       Haris Rauf                RUN_START
525615        NON_STRIKER   Imad Wasim                RUN_END
525973        STRIKER       Haris Rauf                RUN_END
526178        BOWLER        Ravindra Jadeja           BOWL_START
526180        BOWLER        Ravindra Jadeja           BOWL_END
526191        STRIKER       Haris Rauf                BAT_START
526210        STRIKER       Haris Rauf                BAT_END
526212        FIELDER       Suryakumar Yadav          CATCH
526212        STRIKER       Haris Rauf                RUN_START
526263        NON_STRIKER   Imad Wasim                RUN_START
528574        NON_STRIKER   Imad Wasim                RUN_END
528707        STRIKER       Haris Rauf                RUN_END
528920        BOWLER        Ravindra Jadeja           BOWL_START
528924        BOWLER        Ravindra Jadeja           BOWL_END
528931        STRIKER       Haris Rauf                BAT_START
528947        STRIKER       Haris Rauf                BAT_END
528949        FIELDER       Mohammed Siraj            CATCH
528949        STRIKER       Haris Rauf                RUN_START
528958        NON_STRIKER   Imad Wasim                RUN_START
530771        STRIKER       Haris Rauf                RUN_END
531980        NON_STRIKER   Imad Wasim                RUN_END
532203        BOWLER        Ravindra Jadeja           BOWL_START
532210        BOWLER        Ravindra Jadeja           BOWL_END
532216        STRIKER       Haris Rauf                BAT_START
532233        STRIKER       Haris Rauf                BAT_END
532235        STRIKER       Haris Rauf                RUN_START
532236        FIELDER       Suryakumar Yadav          CATCH
532242        NON_STRIKER   Imad Wasim                RUN_START
533510        NON_STRIKER   Imad Wasim                RUN_END
533944        STRIKER       Haris Rauf                RUN_END
534272        BOWLER        Ravindra Jadeja           BOWL_START
534275        BOWLER        Ravindra Jadeja           BOWL_END
534278        STRIKER       Haris Rauf                BAT_START
534302        STRIKER       Haris Rauf                BAT_END
534304        STRIKER       Haris Rauf                RUN_START
534306        FIELDER       Rishabh Pant              CATCH
534320        NON_STRIKER   Imad Wasim                RUN_START
535354        STRIKER       Haris Rauf                RUN_END
537160        NON_STRIKER   Imad Wasim                RUN_END
537385        BOWLER        Ravindra Jadeja           BOWL_START
537394        BOWLER        Ravindra Jadeja           BOWL_END
537395        STRIKER       Haris Rauf                BAT_START
537419        STRIKER       Haris Rauf                BAT_END
537422        STRIKER       Haris Rauf                RUN_START
537425        FIELDER       Suryakumar Yadav          CATCH
537427        NON_STRIKER   Imad Wasim                RUN_START
539425        STRIKER       Haris Rauf                RUN_END
539526        NON_STRIKER   Imad Wasim                RUN_END
539812        BOWLER        Axar Patel                BOWL_START
539821        BOWLER        Axar Patel                BOWL_END
539825        STRIKER       Imad Wasim                BAT_START
539837        STRIKER       Imad Wasim                BAT_END
539839        STRIKER       Imad Wasim                RUN_START
539842        FIELDER       Hardik Pandya             CATCH
539856        NON_STRIKER   Haris Rauf                RUN_START
541745        STRIKER       Imad Wasim                RUN_END
542163        NON_STRIKER   Haris Rauf                RUN_END
============================================================
